time (s),power (W)
2012,-10.728
2013,-10.08
2014,-12.768
2015,-15.768
2016,-17.928
2017,-17.736
2018,-16.68
2019,-14.664
2020,-13.056
2021,-9.780000001
2022,-9.924000002
2023,-9.324
2024,-10.176
2025,-11.82
2026,-11.292
2027,-11.484
2028,-10.908
2029,-10.284
2030,-8.051999999
2031,-5.712000001
2032,0
2033,0
2034,0
2035,0
2036,-1.931999998
2037,-0.468
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,-1.032
2054,-0.048
2055,0
2056,0
2057,-2.604000002
2058,-6.18
2059,-7.716000001
2060,-8.664
2061,-9.516000001
2062,-12.408
2063,-17.16
2064,-18.756
2065,-17.604
2066,-13.344
2067,-15.828
2068,-13.308
2069,-13.944
2070,-5.712000001
2071,-2.568000001
2072,-3.120000002
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,-8.76
2082,-13.176
2083,-15.084
2084,-18.552
2085,-18.372
2086,-20.412
2087,-22.524
2088,-24.708
2089,-17.832
2090,-9.984000001
2091,-1.931999998
2092,0
2093,-0.300000001
2094,-2.148000001
2095,-4.644
2096,-5.916000001
2097,-7.235999998
2098,-6.671999998
2099,-5.412
2100,-4.116
2101,-2.112
2102,-0.096000001
2103,0
2104,0
2105,0
2106,0
2107,-1.164000002
2108,-2.772000001
2109,-1.632000001
2110,-1.032
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,-1.667999999
2123,0
2124,-0.264
2125,-1.572000002
2126,-0.575999999
2127,-0.564
2128,0
2129,0
2130,0
2131,-0.504000001
2132,0
2133,-0.240000001
2134,0
2135,0
2136,-0.396000001
2137,-1.176000001
2138,-2.604000002
2139,-5.964000001
2140,-9.156000001
2141,-10.056
2142,-4.584
2143,-2.712000001
2144,-2.412000001
2145,-4.907999999
2146,-2.556000001
2147,-3.683999998
2148,-4.152000002
2149,-3.504
2150,-2.412000001
2151,-1.644
2152,-1.632000001
2153,-1.619999998
2154,-2.004
2155,-2.772000001
2156,-2.412000001
2157,-1.259999998
2158,0
2159,0
2160,0
2161,0
2162,0
2163,-0.144000001
2164,-1.272000001
2165,-1.559999999
2166,-2.424
2167,-3.948000001
2168,-5.675999999
2169,-4.128
2170,-2.279999999
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,-0.132000002
2193,-0.887999999
2194,-2.556000001
2195,-5.004
2196,-7.968000001
2197,-10.812
2198,-10.812
2199,-6.276000001
2200,-1.740000001
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,-0.192000001
2210,-0.947999999
2211,-1.151999999
2212,-1.368000002
2213,-1.596
2214,-2.88
2215,-4.187999999
2216,-4.128
2217,-2.135999998
2218,-0.348000001
2219,0
2220,0
2221,-0.023999998
2222,-1.368000002
2223,-2.747999999
2224,-5.508
2225,-10.368
2226,-16.428
2227,-17.844
2228,-10.332
2229,-3.192
2230,0
2231,0
2232,0
2233,-1.559999999
2234,-0.252
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,-0.167999999
2313,-1.536000001
2314,-5.076000002
2315,-8.771999999
2316,-9.551999999
2317,-5.219999999
2318,-1.380000001
2319,0
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,-0.036000001
2334,-0.396000001
2335,-1.043999999
2336,-2.412000001
2337,-5.856000001
2338,-11.112
2339,-12.288
2340,-5.952000002
2341,-1.632000001
2342,-0.947999999
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,-0.348000001
2355,-0.708000001
2356,-1.068000001
2357,-1.632000001
2358,-2.088000002
2359,-4.799999999
2360,-2.075999999
2361,-0.972000001
2362,-0.972000001
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,-0.204
2402,-0.887999999
2403,-3.084000001
2404,-6.875999998
2405,-11.76
2406,-16.788
2407,-19.344
2408,-20.448
2409,-22.176
2410,-25.596
2411,-25.164
2412,-17.376
2413,-8.340000001
2414,-4.428
2415,-5.052
2416,-4.356000002
2417,-2.976000001
2418,-0.264
2419,0
2420,0
2421,-1.752
2422,-4.128
2423,-5.939999999
2424,-8.448
2425,-8.640000001
2426,-6.923999999
2427,-5.1
2428,-5.1
2429,-5.735999999
2430,-8.952000001
2431,-11.724
2432,-13.428
2433,-15.276
2434,-15.228
2435,-13.68
2436,-9.755999999
2437,-6.96
2438,-6.228000001
2439,-5.471999999
2440,-6.143999999
2441,-10.476
2442,-15.792
2443,-14.112
2444,-9.924000002
2445,-10.8
2446,-10.956
2447,-11.1
2448,-9.695999999
2449,-7.404000001
2450,-1.884000002
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,-1.463999999
2466,-3.263999999
2467,-10.44
2468,-12.156
2469,-16.884
2470,-17.484
2471,-11.364
2472,-12.204
2473,-13.08
2474,-13.968
2475,-5.496000001
2476,-5.004
2477,0
2478,0
2479,0
2480,0
2481,0
2482,0
2483,0
2484,-1.116000001
2485,-7.391999998
2486,-8.975999999
2487,-8.172000002
2488,-10.716
2489,-9.516000001
2490,-4.811999999
2491,-3.228000001
2492,-5.412
2493,-6.455999999
2494,-4.884000001
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,-0.731999999
2502,-1.295999999
2503,-1.008000002
2504,0
2505,0
2506,0
2507,0
2508,0
2509,-2.628
2510,-7.824000001
2511,-10.428
2512,-3.348
2513,0
2514,0
2515,0
2516,0
2517,-0.635999999
2518,-2.291999998
2519,-6.084
2520,-6.432000001
2521,-6.455999999
2522,-6.671999998
2523,-6.095999999
2524,-10.2
2525,-13.98
2526,-22.488
2527,-17.364
2528,-15.972
2529,-11.652
2530,-5.868
2531,-4.788
2532,-5.388000002
2533,-5.435999998
2534,-6.072000001
2535,-6.732000001
2536,-8.028000001
2537,-6.396
2538,-5.256
2539,-11.988
2540,-11.832
2541,-10.332
2542,-6.047999999
2543,-6.072000001
2544,-5.448000001
2545,-6.095999999
2546,-8.088
2547,-10.2
2548,-11.112
2549,-8.688000001
2550,-6.060000001
2551,-5.375999999
2552,-3.288000001
2553,-0.479999999
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,-1.967999999
2565,-6.347999999
2566,-7.751999998
2567,-9.84
2568,-11.328
2569,-17.664
2570,-23.892
2571,-25.452
2572,-29.172
2573,-23.208
2574,-27.78
2575,-28.86
2576,-23.736
2577,-21.996
2578,-22.248
2579,-19.944
2580,-18.132
2581,-16.08
2582,-14.676
2583,-13.164
2584,-14.184
2585,-17.016
2586,-15.588
2587,-12.228
2588,-11.364
2589,-12.276
2590,-14.124
2591,-14.268
2592,-8.016000002
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,-3.527999998
2601,-8.652
2602,-19.368
2603,-27.66
2604,-25.752
2605,-15.732
2606,-9.060000001
2607,-3.3
2608,0
2609,0
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,-3.324000002
2620,-9.503999998
2621,-11.388
2622,-12.276
2623,-13.176
2624,-11.724
2625,-12.24
2626,-12.684
2627,-12.54
2628,-17.064
2629,-18.984
2630,-18.636
2631,-14.136
2632,-8.808
2633,-8.975999999
2634,-9.803999999
2635,-9.335999999
2636,-8.808
2637,-11.028
2638,-12.684
2639,-11.628
2640,-12.612
2641,-15.888
2642,-16.452
2643,-13.956
2644,-10.404
2645,-9.732000001
2646,-9.803999999
2647,-12.24
2648,-16.428
2649,-20.16
2650,-17.616
2651,-14.748
2652,-15.024
2653,-15.312
2654,-13.86
2655,-11.412
2656,-11.46
2657,-19.392
2658,-22.62
2659,-20.676
2660,-17.556
2661,-25.32
2662,-34.788
2663,-25.824
2664,-19.632
2665,-20.928
2666,-27.372
2667,-30.276
2668,-22.908
2669,-15.888
2670,-13.716
2671,-12.504
2672,-12.312
2673,-10.02
2674,-6.648
2675,-3.215999999
2676,-0.78
2677,-5.267999999
2678,-9.792
2679,-13.5
2680,-3.827999999
2681,-3.492000001
2682,-12.552
2683,-12.552
2684,-13.5
2685,-15.432
2686,-14.628
2687,-13.776
2688,-10.98
2689,-9.000000001
2690,-5.076000002
2691,-2.016
2692,0
2693,-0.408
2694,-1.871999999
2695,-5.939999999
2696,-8.352
2697,-9.996
2698,-9.131999999
2699,-7.391999998
2700,-4.74
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,-3.527999998
2708,-8.652
2709,-19.368
2710,-27.66
2711,-25.752
2712,-15.732
2713,-16.344
2714,-29.652
2715,-16.884
2716,-17.424
2717,-7.344000002
2718,-9.732000001
2719,-12.216
2720,-17.316
2721,-24.504
2722,-23.916
2723,-21.384
2724,-2.291999998
2725,0
2726,-4.235999999
2727,-4.031999999
2728,-6.372000001
2729,-6.24
2730,-6.948000001
2731,-6.024
2732,-5.891999999
2733,-2.495999998
2734,0
2735,-1.236
2736,-3.396
2737,-4.02
2738,-3.900000001
2739,-3.011999998
2740,-5.136000001
2741,-6.54
2742,-6.515999998
2743,-7.235999998
2744,-7.980000001
2745,-8.76
2746,-13.32
2747,-13.656
2748,-10.908
2749,-7.175999999
2750,-0.179999998
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,-4.811999999
2759,-13.644
2760,-23.628
2761,-30.636
2762,-31.26
2763,-28.104
2764,-20.064
2765,-13.476
2766,-7.416
2767,-5.999999998
2768,-3.816
2769,-0.864000001
2770,0
2771,0
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,0
2827,-0.348000001
2828,-2.664000001
2829,-7.572
2830,-11.7
2831,-13.368
2832,-14.424
2833,-15.672
2834,-16.932
2835,-15.54
2836,-14.304
2837,-13.644
2838,-16.164
2839,-19.02
2840,-20.364
2841,-19.74
2842,-16.02
2843,-11.664
2844,-8.292
2845,-7.632
2846,-8.388000001
2847,-8.459999999
2848,-5.579999999
2849,-1.116000001
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,-0.804000001
2863,-1.811999999
2864,-5.639999998
2865,-10.14
2866,-10.824
2867,-5.400000001
2868,-3.671999999
2869,-5.88
2870,-10.584
2871,-14.04
2872,-17.88
2873,-23.496
2874,-31.032
2875,-34.272
2876,-33.18
2877,-29.88
2878,-27.504
2879,-27.6
2880,-21.564
2881,-13.728
2882,-6.072000001
2883,0
2884,0
2885,-3.288000001
2886,-8.771999999
2887,-9.588
2888,-9.624000001
2889,-8.844000001
2890,-8.844000001
2891,-11.28
2892,-17.112
2893,-22.596
2894,-21
2895,-16.512
2896,-12.468
2897,-7.248000001
2898,-0.096000001
2899,0
2900,0
2901,-4.811999999
2902,-11.928
2903,-20.22
2904,-26.82
2905,-23.916
2906,-16.08
2907,-10.14
2908,-2.988
2909,0
2910,-3.180000001
2911,-10.572
2912,-20.772
2913,-33.624
2914,-35.724
2915,-25.716
2916,-16.08
2917,-9.503999998
2918,-1.667999999
2919,-1.307999999
2920,-5.592000002
2921,-7.187999998
2922,-4.272
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,0
2938,-0.972000001
2939,-1.380000001
2940,-1.811999999
2941,-3.552
2942,-7.044000001
2943,-10.104
2944,-7.344000002
2945,-2.964000002
2946,0
2947,0
2948,0
2949,0
2950,-0.635999999
2951,-0.635999999
2952,-3.792000002
2953,-10.164
2954,-17.472
2955,-17.988
2956,-18.696
2957,-23.328
2958,-30.948
2959,-37.49999999
2960,-38.928
2961,-36.93599998
2962,-38.04000001
2963,-39.57600001
2964,-41.77199999
2965,-42.98400001
2966,-28.128
2967,-28.104
2968,-35.184
2969,-34.62
2970,-34.92
2971,-35.124
2972,-34.116
2973,-34.044
2974,-33.876
2975,-32.448
2976,-31.992
2977,-32.64
2978,-35.7
2979,-36.56400001
2980,-37.44000001
2981,-37.092
2982,-35.388
2983,-34.74
2984,-33.984
2985,-31.86
2986,-28.26
2987,-28.26
2988,-28.26
2989,-28.26
2990,-28.26
2991,-28.26
2992,-28.26
2993,-28.26
2994,-28.26
2995,-29.544
2996,-28.332
2997,-29.628
2998,-33.576
2999,-35.22
3000,-39.57600001
3001,-40.33199999
3002,-38.46
3003,-36.36
3004,-34.056
3005,-32.892
3006,-32.988
3007,-33.072
3008,-33.168
3009,-31.908
3010,-31.908
3011,-31.908
3012,-30.564
3013,-31.812
3014,-31.812
3015,-31.812
3016,-30.468
3017,-30.384
3018,-30.3
3019,-30.216
3020,-28.788
3021,-27.276
3022,-27.036
3023,-25.452
3024,-27.78
3025,-27.612
3026,-28.764
3027,-27.372
3028,-28.524
3029,-27.12
3030,-26.964
3031,-28.104
3032,-29.328
3033,-28.02
3034,-29.244
3035,-26.64
3036,-26.472
3037,-22.428
3038,-20.76
3039,-17.76
3040,-18.468
3041,-17.988
3042,-18.768
3043,-17.112
3044,-17.88
3045,-17.484
3046,-15.876
3047,-15.432
3048,-15
3049,-14.568
3050,-15.324
3051,-14.964
3052,-14.616
3053,-14.256
3054,-13.92
3055,-13.572
3056,-13.236
3057,-12.912
3058,-12.588
3059,-13.368
3060,-14.196
3061,-15.072
3062,-18.168
3063,-19.248
3064,-21.492
3065,-21.684
3066,-20.784
3067,-20.904
3068,-18.828
3069,-16.62
3070,-15.408
3071,-14.136
3072,-13.92
3073,-14.796
3074,-14.628
3075,-15.54
3076,-17.58
3077,-18.648
3078,-18.708
3079,-19.848
3080,-19.968
3081,-17.928
3082,-19.008
3083,-17.988
3084,-17.988
3085,-15.816
3086,-15.708
3087,-14.52
3088,-13.284
3089,-13.068
3090,-13.932
3091,-12.708
3092,-11.46
3093,-11.208
3094,-10.968
3095,-12.792
3096,-14.7
3097,-16.704
3098,-17.784
3099,-18.936
3100,-18.072
3101,-18.192
3102,-18.3
3103,-19.464
3104,-17.544
3105,-17.604
3106,-16.608
3107,-16.608
3108,-15.564
3109,-16.548
3110,-15.504
3111,-15.444
3112,-14.352
3113,-13.2
3114,-14.088
3115,-12.948
3116,-9.695999999
3117,-11.472
3118,-11.292
3119,-17.172
3120,-20.328
3121,-24.72
3122,-28.416
3123,-33.492
3124,-33.684
3125,-30.504
3126,-24.684
3127,-21.672
3128,-19.572
3129,-19.572
3130,-19.572
3131,-19.572
3132,-18.456
3133,-16.152
3134,-15.984
3135,-15.804
3136,-17.844
3137,-17.784
3138,-18.828
3139,-18.828
3140,-19.932
3141,-19.992
3142,-23.376
3143,-23.64
3144,-23.904
3145,-23.064
3146,-21.012
3147,-19.944
3148,-17.688
3149,-11.952
3150,-7.116
3151,-3.311999999
3152,-2.736
3153,-1.14
3154,-0.612
3155,0
3156,0
3157,0
3158,0
3159,0
3160,0
3161,0
3162,-6.024
3163,-14.16
3164,-21.108
3165,-16.788
3166,-11.124
3167,-3.371999998
3168,0
3169,0
3170,-3.864
3171,-8.496
3172,-8.496
3173,-4.499999999
3174,0
3175,0
3176,0
3177,0
3178,0
3179,0
3180,0
3181,0
3182,-9.48
3183,-16.74
3184,-14.928
3185,-8.471999999
3186,-7.812000001
3187,-12.744
3188,-20.592
3189,-27.816
3190,-28.992
3191,-24.204
3192,-17.844
3193,-11.856
3194,-7.535999999
3195,-6.024
3196,-2.94
3197,-0.564
3198,0
3199,0
3200,0
3201,0
3202,0
3203,0
3204,0
3205,0
3206,0
3207,0
3208,-3.371999998
3209,-2.687999999
3210,-1.572000002
3211,-0.804000001
3212,-0.408
3213,-2.231999999
3214,-7.056
3215,-13.332
3216,-18.3
3217,-20.244
3218,-16.8
3219,-8.532000002
3220,0
3221,0
3222,0
3223,0
3224,-4.284
3225,-11.028
3226,-19.224
3227,-16.296
3228,-8.232000001
3229,-0.804000001
3230,0
3231,0
3232,0
3233,0
3234,0
3235,0
3236,-2.724000001
3237,-4.992
3238,-3.923999999
3239,-1.692000001
3240,0
3241,0
3242,0
3243,-0.312
3244,-1.8
3245,-1.584000001
3246,0
3247,0
3248,0
3249,0
3250,0
3251,0
3252,0
3253,0
3254,0
3255,0
3256,0
3257,0
3258,0
3259,0
3260,0
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,0
3269,0
3270,0
3271,0
3272,0
3273,0
3274,0
3275,0
3276,0
3277,0
3278,0
3279,-0.78
3280,-1.368000002
3281,-1.704
3282,-1.823999999
3283,-1.992000001
3284,-2.123999999
3285,-2.832
3286,-3.900000001
3287,-5.483999998
3288,-7.547999998
3289,-10.224
3290,-12.984
3291,-15.876
3292,-17.496
3293,-18.852
3294,-19.44
3295,-19.092
3296,-18.852
3297,-17.664
3298,-16.068
3299,-14.1
3300,-11.832
3301,-12.144
3302,-11.016
3303,-11.964
3304,-11.508
3305,-10.992
3306,-11.184
3307,-12.132
3308,-13.14
3309,-14.988
3310,-18.564
3311,-22.476
3312,-26.82
3313,-30.804
3314,-32.568
3315,-31.62
3316,-27.456
3317,-25.56
3318,-22.38
3319,-21.876
3320,-19.26
3321,-18.468
3322,-14.544
3323,-11.424
3324,-4.116
3325,0
3326,0
3327,0
3328,0
3329,0
3330,0
3331,-3.719999999
3332,-7.68
3333,-12.588
3334,-17.772
3335,-25.068
3336,-31.464
3337,-36.87600001
3338,-42.98400001
3339,-46.93199999
3340,-52.22400002
3341,-54.81599999
3342,-55.11599999
3343,-51.45600001
3344,-43.20000001
3345,-37.35600001
3346,-33.276
3347,-31.284
3348,-32.868
3349,-33.3
3350,-36.264
3351,-36.9
3352,-38.82000001
3353,-38.26799999
3354,-40.23599999
3355,-42.32400001
3356,-45.88799998
3357,-48.372
3358,-53.74799999
3359,-56.832
3360,-58.71599999
3361,-60.636
3362,-62.60399999
3363,-66.096
3364,-68.316
3365,-70.58399999
3366,-74.46
3367,-73.884
3368,-74.568
3369,-75.12000001
3370,-75.528
3371,-75.79200001
3372,-75.912
3373,-72.504
3374,-70.29599999
3375,-67.77599999
3376,-63.22800001
3377,-59.952
3378,-56.39999998
3379,-55.99199999
3380,-52.18799999
3381,-53.22000001
3382,-49.33200001
3383,-46.88400001
3384,-44.34000002
3385,-41.71200002
3386,-39.00000001
3387,-37.84800001
3388,-38.34
3389,-40.53599998
3390,-41.34000001
3391,-43.83599999
3392,-43.36800002
3393,-46.06799999
3394,-45.82800001
3395,-42.45599999
3396,-42.01200001
3397,-36.87600001
3398,-34.572
3399,-32.208
3400,-29.772
3401,-28.8
3402,-30.84
3403,-33.036
3404,-33.924
3405,-37.84800001
3406,-37.64400001
3407,-40.38000001
3408,-40.38000001
3409,-43.32
3410,-42.06
3411,-45.10799998
3412,-46.908
3413,-50.316
3414,-52.49999999
3415,-56.31600002
3416,-60.444
3417,-63.36
3418,-66.468
3419,-65.08800001
3420,-64.98000001
3421,-63.14400001
3422,-61.00800001
3423,-55.36800001
3424,-50.78400001
3425,-45.82800001
3426,-35.724
3427,-28.26
3428,-20.556
3429,-17.352
3430,-17.208
3431,-23.16
3432,-27.912
3433,-35.88
3434,-38.49600002
3435,-39.86400002
3436,-38.40000002
3437,-35.376
3438,-33.624
3439,-31.788
3440,-32.76
3441,-35.256
3442,-39.35999999
3443,-45.20399998
3444,-48.62400002
3445,-53.77199998
3446,-56.39999998
3447,-60.68399998
3448,-63.81600001
3449,-65.62799999
3450,-67.47599999
3451,-66.25200001
3452,-66.288
3453,-66.192
3454,-64.344
3455,-65.43599999
3456,-66.52800002
3457,-67.644
3458,-68.75999998
3459,-69.89999999
3460,-71.052
3461,-70.53600001
3462,-73.23599998
3463,-72.73199999
3464,-72.05999999
3465,-72.96000002
3466,-70.40399999
3467,-70.99199999
3468,-69.85200001
3469,-70.30799999
3470,-69
3471,-67.548
3472,-67.70400002
3473,-67.848
3474,-66.24000002
3475,-66.24000002
3476,-64.48800002
3477,-62.592
3478,-60.552
3479,-60.13200001
3480,-59.71199998
3481,-62.76000001
3482,-64.35599999
3483,-67.82400001
3484,-71.59200002
3485,-72.19200001
3486,-72.804
3487,-73.41599999
3488,-70.49999999
3489,-70.79999999
3490,-69.33599999
3491,-69.492
3492,-69.63599998
3493,-69.792
3494,-69.94800001
3495,-70.092
3496,-70.24800001
3497,-70.39199999
3498,-68.77200002
3499,-66.99599999
3500,-65.06399998
3501,-64.77600002
3502,-64.47599998
3503,-62.42399999
3504,-63.756
3505,-63.456
3506,-63.168
3507,-64.632
3508,-64.48800002
3509,-64.344
3510,-67.70400002
3511,-67.848
3512,-69.75600001
3513,-71.80800001
3514,-72.26399998
3515,-74.48399999
3516,-75.10800001
3517,-77.49599999
3518,-78.28799999
3519,-80.86800001
3520,-80.03999999
3521,-79.044
3522,-76.06800002
3523,-74.57999999
3524,-71.11200001
3525,-63.69599999
3526,-55.74000001
3527,-45.49199999
3528,-34.764
3529,-23.712
3530,-19.356
3531,-15.084
3532,-14.22
3533,-13.512
3534,-12.96
3535,-10.992
3536,-7.608000001
3537,-7.283999999
3538,-5.627999999
3539,-6.9
3540,-9.672000001
3541,-13.908
3542,-14.268
3543,-16.02
3544,-16.56
3545,-15.864
3546,-15.192
3547,-17.064
3548,-16.524
3549,-18.492
3550,-19.32
3551,-18.972
3552,-18.636
3553,-18.312
3554,-17.976
3555,-17.652
3556,-17.328
3557,-15.816
3558,-16.632
3559,-15.144
3560,-14.784
3561,-14.436
3562,-14.088
3563,-13.74
3564,-12.276
3565,-9.647999999
3566,-4.751999999
3567,0
3568,0
3569,0
3570,0
3571,0
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,0
3585,0
3586,0
3587,0
3588,0
3589,0
3590,0
3591,0
3592,0
3593,0
3594,0
3595,0
3596,0
3597,0
3598,0
3599,0
3600,0
